review_id,customer_id,review_text,sentiment
REV-3737,CUST-105356,"Would not recommend, the desk lamp did not match the description at all.",negative
REV-3738,CUST-101181,"Great customer support when my phone case had an issue, resolved quickly.",positive
REV-3739,CUST-100361,"Love the wireless earbuds, exactly as described. Highly recommend to others.",positive
REV-3740,CUST-102477,"The backpack broke after one week, very disappointed with the quality.",negative
REV-3741,CUST-103501,"Love the wireless earbuds, exactly as described. Highly recommend to others.",positive
REV-3742,CUST-102217,"Great customer support when my office chair had an issue, resolved quickly.",positive
REV-3743,CUST-105247,"Great customer support when my blender had an issue, resolved quickly.",positive
REV-3744,CUST-101444,"Love the phone case, exactly as described. Highly recommend to others.",positive
REV-3745,CUST-100580,"Love the desk lamp, exactly as described. Highly recommend to others.",positive
REV-3746,CUST-101347,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-3747,CUST-103395,"Great customer support when my phone case had an issue, resolved quickly.",positive
REV-3748,CUST-100043,Customer support never responded about my wireless earbuds refund request.,negative
REV-3749,CUST-104622,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-3750,CUST-102985,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-3751,CUST-105637,"Excellent quality sneakers, exceeded my expectations. Will buy again!",positive
REV-3752,CUST-104292,"The wireless earbuds broke after one week, very disappointed with the quality.",negative
REV-3753,CUST-103440,"Excellent quality office chair, exceeded my expectations. Will buy again!",positive
REV-3754,CUST-103129,"Love the backpack, exactly as described. Highly recommend to others.",positive
REV-3755,CUST-102672,"Would not recommend, the blender did not match the description at all.",negative
REV-3756,CUST-100332,"Great customer support when my desk lamp had an issue, resolved quickly.",positive
REV-3757,CUST-101624,"Would not recommend, the coffee maker did not match the description at all.",negative
REV-3758,CUST-101014,"Would not recommend, the wireless earbuds did not match the description at all.",negative
REV-3759,CUST-102722,"Excellent quality blender, exceeded my expectations. Will buy again!",positive
REV-3760,CUST-100729,The backpack arrived on time and packaging was perfect. Five stars.,positive
REV-3761,CUST-105788,The coffee maker arrived on time and packaging was perfect. Five stars.,positive
REV-3762,CUST-100384,"Excellent quality wireless earbuds, exceeded my expectations. Will buy again!",positive
REV-3763,CUST-104121,The office chair arrived on time and packaging was perfect. Five stars.,positive
REV-3764,CUST-105051,The backpack arrived on time and packaging was perfect. Five stars.,positive
REV-3765,CUST-101277,"The desk lamp broke after one week, very disappointed with the quality.",negative
REV-3766,CUST-101038,"Fast delivery and the office chair works great, very happy with this purchase.",positive
REV-3767,CUST-102131,Customer support never responded about my blender refund request.,negative
REV-3768,CUST-103160,"Fast delivery and the wireless earbuds works great, very happy with this purchase.",positive
REV-3769,CUST-103426,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-3770,CUST-105204,"Fast delivery and the desk lamp works great, very happy with this purchase.",positive
REV-3771,CUST-101085,"Love the wireless earbuds, exactly as described. Highly recommend to others.",positive
REV-3772,CUST-101691,The desk lamp arrived on time and packaging was perfect. Five stars.,positive
REV-3773,CUST-105825,"Fast delivery and the desk lamp works great, very happy with this purchase.",positive
REV-3774,CUST-100365,"Would not recommend, the blender did not match the description at all.",negative
REV-3775,CUST-101775,The coffee maker arrived on time and packaging was perfect. Five stars.,positive
REV-3776,CUST-105063,"The sneakers broke after one week, very disappointed with the quality.",negative
REV-3777,CUST-101620,"Fast delivery and the coffee maker works great, very happy with this purchase.",positive
REV-3778,CUST-103702,Delivery took way too long and the sneakers arrived damaged.,negative
REV-3779,CUST-103259,"Great customer support when my coffee maker had an issue, resolved quickly.",positive
REV-3780,CUST-101617,"Excellent quality desk lamp, exceeded my expectations. Will buy again!",positive
REV-3781,CUST-104660,"Love the office chair, exactly as described. Highly recommend to others.",positive
REV-3782,CUST-105433,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-3783,CUST-100249,Delivery took way too long and the wireless earbuds arrived damaged.,negative
REV-3784,CUST-104840,The sneakers arrived on time and packaging was perfect. Five stars.,positive
REV-3785,CUST-104619,"Fast delivery and the wireless earbuds works great, very happy with this purchase.",positive
REV-3786,CUST-103338,The sneakers arrived on time and packaging was perfect. Five stars.,positive
REV-3787,CUST-100255,"The backpack broke after one week, very disappointed with the quality.",negative
REV-3788,CUST-102190,"Love the sneakers, exactly as described. Highly recommend to others.",positive
REV-3789,CUST-104129,"Excellent quality sneakers, exceeded my expectations. Will buy again!",positive
REV-3790,CUST-103848,Customer support never responded about my desk lamp refund request.,negative
REV-3791,CUST-100906,"Excellent quality phone case, exceeded my expectations. Will buy again!",positive
REV-3792,CUST-101886,"Great customer support when my wireless earbuds had an issue, resolved quickly.",positive
REV-3793,CUST-104475,"Love the sneakers, exactly as described. Highly recommend to others.",positive
REV-3794,CUST-104172,"The desk lamp broke after one week, very disappointed with the quality.",negative
REV-3795,CUST-102362,"Excellent quality wireless earbuds, exceeded my expectations. Will buy again!",positive
REV-3796,CUST-104031,"Great customer support when my blender had an issue, resolved quickly.",positive
REV-3797,CUST-104829,"Excellent quality phone case, exceeded my expectations. Will buy again!",positive
REV-3798,CUST-104461,"Love the phone case, exactly as described. Highly recommend to others.",positive
REV-3799,CUST-100348,"Fast delivery and the backpack works great, very happy with this purchase.",positive
REV-3800,CUST-103642,"Fast delivery and the desk lamp works great, very happy with this purchase.",positive
REV-3801,CUST-103637,"Overpriced for what you get, the sneakers feels cheap and flimsy.",negative
REV-3802,CUST-101124,"The wireless earbuds broke after one week, very disappointed with the quality.",negative
REV-3803,CUST-100961,"Overpriced for what you get, the coffee maker feels cheap and flimsy.",negative
REV-3804,CUST-105815,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-3805,CUST-104461,"Great customer support when my backpack had an issue, resolved quickly.",positive
REV-3806,CUST-101440,"Great customer support when my desk lamp had an issue, resolved quickly.",positive
REV-3807,CUST-100382,"The coffee maker broke after one week, very disappointed with the quality.",negative
REV-3808,CUST-104994,Customer support never responded about my wireless earbuds refund request.,negative
REV-3809,CUST-102729,"Excellent quality coffee maker, exceeded my expectations. Will buy again!",positive
REV-3810,CUST-101360,"Excellent quality wireless earbuds, exceeded my expectations. Will buy again!",positive
REV-3811,CUST-101325,"The phone case broke after one week, very disappointed with the quality.",negative
REV-3812,CUST-101211,"Fast delivery and the office chair works great, very happy with this purchase.",positive
REV-3813,CUST-104704,"Fast delivery and the sneakers works great, very happy with this purchase.",positive
REV-3814,CUST-105330,"Great customer support when my wireless earbuds had an issue, resolved quickly.",positive
REV-3815,CUST-101415,The backpack arrived on time and packaging was perfect. Five stars.,positive
REV-3816,CUST-105563,Customer support never responded about my coffee maker refund request.,negative
REV-3817,CUST-100021,"Love the office chair, exactly as described. Highly recommend to others.",positive
REV-3818,CUST-104044,"Great customer support when my desk lamp had an issue, resolved quickly.",positive
REV-3819,CUST-101233,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-3820,CUST-102053,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-3821,CUST-101550,Delivery took way too long and the desk lamp arrived damaged.,negative
REV-3822,CUST-103499,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-3823,CUST-102399,"Fast delivery and the sneakers works great, very happy with this purchase.",positive
REV-3824,CUST-104504,"Overpriced for what you get, the sneakers feels cheap and flimsy.",negative
REV-3825,CUST-105839,The phone case arrived on time and packaging was perfect. Five stars.,positive
REV-3826,CUST-104460,"Overpriced for what you get, the blender feels cheap and flimsy.",negative
REV-3827,CUST-103881,"Great customer support when my office chair had an issue, resolved quickly.",positive
